Day,Night,date,month,year,name,bridge
2.42296E+18,2.59723E+18,2015-11-01T00:00:00,11,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.40923E+18,2.45922E+18,2015-11-01T00:00:00,11,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
2.40029E+18,2.53337E+18,2015-12-01T00:00:00,12,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.39937E+18,2.29339E+18,2015-12-01T00:00:00,12,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
2.65889E+18,2.53441E+18,2016-01-01T00:00:00,1,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.44957E+18,2.39241E+18,2016-01-01T00:00:00,1,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
,2.51284E+18,2016-02-01T00:00:00,2,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
,2.27721E+18,2016-02-01T00:00:00,2,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
2.98111E+18,2.54088E+18,2016-03-01T00:00:00,3,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.78428E+18,2.40829E+18,2016-03-01T00:00:00,3,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
2.33658E+18,2.3356E+18,2016-04-01T00:00:00,4,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.40262E+18,2.32705E+18,2016-04-01T00:00:00,4,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
2.01565E+18,2.2763E+18,2016-05-01T00:00:00,5,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
,2.13792E+18,2016-05-01T00:00:00,5,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
,,2016-06-01T00:00:00,6,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.73589E+18,1.83797E+18,2016-06-01T00:00:00,6,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
,1.61751E+18,2016-07-01T00:00:00,7,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.5677E+18,1.55557E+18,2016-07-01T00:00:00,7,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
,1.66118E+18,2016-08-01T00:00:00,8,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.61251E+18,1.63624E+18,2016-08-01T00:00:00,8,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
,,2016-09-01T00:00:00,9,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.49895E+18,,2016-09-01T00:00:00,9,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
,,2016-10-01T00:00:00,10,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
,,2016-10-01T00:00:00,10,2016,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
1.99603E+18,1.98145E+18,2016-11-01T00:00:00,11,2016,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
