date,mean,month,quarter,name,year,bridge,ferry
2019-03-01T00:00:00,392.6564553,3,1,Cao Lanh,2019,1,1
2019-04-01T00:00:00,244.3119226,4,2,Cao Lanh,2019,1,1
2019-05-01T00:00:00,306.5229013,5,2,Cao Lanh,2019,1,1
2019-06-01T00:00:00,319.1185567,6,2,Cao Lanh,2019,1,1
2019-07-01T00:00:00,341.2632302,7,3,Cao Lanh,2019,1,1
2019-08-01T00:00:00,440.5952381,8,3,Cao Lanh,2019,1,1
2019-09-01T00:00:00,345.4175258,9,3,Cao Lanh,2019,1,1
2019-10-01T00:00:00,363.1571551,10,4,Cao Lanh,2019,1,1
2019-11-01T00:00:00,321.5873834,11,4,Cao Lanh,2019,1,1
2019-12-01T00:00:00,201.6345762,12,4,Cao Lanh,2019,1,1
2007-01-01T00:00:00,267.1774756,1,1,Co Chien,2007,0,0
2007-02-01T00:00:00,187.857881,2,1,Co Chien,2007,0,0
2007-03-01T00:00:00,270.8092318,3,1,Co Chien,2007,0,0
2007-04-01T00:00:00,237.4909434,4,2,Co Chien,2007,0,0
2007-05-01T00:00:00,429.6023127,5,2,Co Chien,2007,0,0
2007-06-01T00:00:00,272.6943396,6,2,Co Chien,2007,0,0
2007-07-01T00:00:00,291.1201849,7,3,Co Chien,2007,0,0
2007-08-01T00:00:00,50.07526882,8,3,Co Chien,2007,0,0
2007-09-01T00:00:00,472.0584906,9,3,Co Chien,2007,0,0
2007-10-01T00:00:00,269.5929245,10,4,Co Chien,2007,0,0
2007-11-01T00:00:00,339.5334906,11,4,Co Chien,2007,0,0
2007-12-01T00:00:00,293.0585849,12,4,Co Chien,2007,0,0
2008-01-01T00:00:00,288.1096587,1,1,Co Chien,2008,0,0
2008-02-01T00:00:00,283.6480451,2,1,Co Chien,2008,0,0
2008-03-01T00:00:00,270.8025809,3,1,Co Chien,2008,0,1
2008-04-01T00:00:00,219.895283,4,2,Co Chien,2008,0,1
2008-05-01T00:00:00,300.9281046,5,2,Co Chien,2008,0,1
2008-06-01T00:00:00,430.5608108,6,2,Co Chien,2008,0,1
2008-07-01T00:00:00,280.5337591,7,3,Co Chien,2008,0,1
2008-08-01T00:00:00,352.1723577,8,3,Co Chien,2008,0,1
2008-09-01T00:00:00,279.7981366,9,3,Co Chien,2008,0,1
2008-10-01T00:00:00,326.9679898,10,4,Co Chien,2008,0,1
2008-11-01T00:00:00,141.4044944,11,4,Co Chien,2008,0,1
2008-12-01T00:00:00,233.8264151,12,4,Co Chien,2008,0,1
2009-01-01T00:00:00,302.2371676,1,1,Co Chien,2009,0,1
2009-02-01T00:00:00,119.6819739,2,1,Co Chien,2009,0,1
2009-03-01T00:00:00,217.8810692,3,1,Co Chien,2009,0,1
2009-04-01T00:00:00,131.739645,4,2,Co Chien,2009,0,1
2009-05-01T00:00:00,291.0139937,5,2,Co Chien,2009,0,1
2009-06-01T00:00:00,301.8173585,6,2,Co Chien,2009,0,1
2009-07-01T00:00:00,314.953159,7,3,Co Chien,2009,0,1
2009-08-01T00:00:00,237.3143177,8,3,Co Chien,2009,0,1
2009-09-01T00:00:00,291.1632,9,3,Co Chien,2009,0,1
2009-10-01T00:00:00,181.9037736,10,4,Co Chien,2009,0,1
2009-11-01T00:00:00,150.9032847,11,4,Co Chien,2009,0,1
2009-12-01T00:00:00,231.2456427,12,4,Co Chien,2009,0,1
2010-01-01T00:00:00,248.5787525,1,1,Co Chien,2010,0,1
2010-02-01T00:00:00,187.3957292,2,1,Co Chien,2010,0,1
2010-03-01T00:00:00,250.1194054,3,1,Co Chien,2010,0,1
2010-04-01T00:00:00,348.4749775,4,2,Co Chien,2010,0,1
2010-05-01T00:00:00,286.2343396,5,2,Co Chien,2010,0,1
2010-06-01T00:00:00,204.99488,6,2,Co Chien,2010,0,1
2010-07-01T00:00:00,253.6437908,7,3,Co Chien,2010,0,1
2010-08-01T00:00:00,243.1187648,8,3,Co Chien,2010,0,1
2010-09-01T00:00:00,,9,3,Co Chien,2010,0,1
2010-10-01T00:00:00,249.9229303,10,4,Co Chien,2010,0,1
2010-11-01T00:00:00,341.8585366,11,4,Co Chien,2010,0,1
2010-12-01T00:00:00,172.1279693,12,4,Co Chien,2010,0,1
2011-01-01T00:00:00,201.6833919,1,1,Co Chien,2011,0,1
2011-02-01T00:00:00,304.8698113,2,1,Co Chien,2011,0,1
2011-03-01T00:00:00,216.5804133,3,1,Co Chien,2011,0,1
2011-04-01T00:00:00,421.6868024,4,2,Co Chien,2011,0,1
2011-05-01T00:00:00,322.6544025,5,2,Co Chien,2011,0,1
2011-06-01T00:00:00,312.6273292,6,2,Co Chien,2011,0,1
2011-07-01T00:00:00,182.1420118,7,3,Co Chien,2011,0,1
2011-08-01T00:00:00,346.9262579,8,3,Co Chien,2011,0,1
2011-09-01T00:00:00,273,9,3,Co Chien,2011,0,1
2011-10-01T00:00:00,292.2181605,10,4,Co Chien,2011,0,1
2011-11-01T00:00:00,220.8081683,11,4,Co Chien,2011,0,1
2011-12-01T00:00:00,228.6071429,12,4,Co Chien,2011,0,1
2012-01-01T00:00:00,255.1349421,1,1,Co Chien,2012,0,1
2012-02-01T00:00:00,256.6250919,2,1,Co Chien,2012,0,1
2012-03-01T00:00:00,187.2444257,3,1,Co Chien,2012,0,1
2012-04-01T00:00:00,124.8316489,4,2,Co Chien,2012,0,1
2012-05-01T00:00:00,378.2310167,5,2,Co Chien,2012,0,1
2012-06-01T00:00:00,205.8192,6,2,Co Chien,2012,0,1
